original,translate
"By some stroke of luck, we came upon Driina and a handful of other guards and managed to make our way to the gate with what survivors we could find!",侥幸的是，我们遇到了德里娜和其他几名卫兵，设法带着幸存者来到了城门！
We set up this camp whilst we,我们在等待增援到来的同时安营扎寨
Well frankly I don't know,实话说，我也不知道
All I can do is try to keep us alive till tomorrow,我能做的只是尽量让我们活下去，直到明天
It sounds like you're about to plead for help?,听起来你打算求援？
I'd say no,我说不
Iben the ranger is keeping the city under watch and he reports that the Reavers have sealed its gates,游侠伊本正在监视这座城市，他报告说掠夺者已经封锁了城门
We’ve found no other way of entering it,我们找不到其他进入城内的方法
Though what you expect to find in there save a gruesome death is beyond me,而且，你指望在那儿找到什么，除了惨死，我实在无法理解
But what do you intend to do then?,那你打算怎么做呢？
Sit here and wait for death?,坐在这里等死？
Certainly not!,绝对不行！
"But with the state this camp is in, it’s all we can do to keep death from our throats",但是，考虑到营地的状况，我们能做的就是尽量避免死亡
"If we are ever to hold out until reinforcements arrive, much less retake the town, then we must do what we can to gather our strength!",如果我们想要坚持到增援到来，甚至夺回城镇，就必须设法增强实力！
For now that means food and medicine,现在意味着食物和医药
Regarding that,关于这一点
I best be on my way then,那么我最好启程了
The Chamberlain,财政大臣
The man before you has the look of a high-ranking Imperial bureaucrat,你面前的这个人有着帝国高级文官的气质
"However, there is little pomp left in him now",然而，他现在已没有多少威严了
His robes are ragged; his cheeks hollowed; his spectacles cracked,他的长袍破旧；脸颊凹陷；眼镜片破裂
He mumbles to himself as he despondently pores over stacks of papers and maps,他沮丧地翻阅着一叠叠文件和地图，自言自语
He looks up at you with a start,他突然抬起头看着你
"What's this, then?",这是什么情况？
More mouths to feed?,还有更多需要养活的嘴巴？
"Or, by some miracle, do you come laden with supplies, medicine and men-at-arms?",或者，奇迹般地，你带来了补给、医药和士兵？
Driina gives the man a strict look,Driina 用严厉的目光看着这个人
"Markus, we’re in no position to turn allies away",Markus，我们现在没有拒绝盟友的余地
Common courtesy will go a long way,常人的礼貌会大有帮助
"Careful, little man",小心点，小个子
The man sighs and sinks further back in his seat,这个人叹了口气，身体往后靠在椅子上
Forgive me,对不起
I'm not myself,我不是我自己
The world seems to be coming undone and I am left holding the pieces,世界似乎在崩解，而我只能拿着碎片勉强支撑
He wipes his balding head with a piece of cloth,他用一块布擦去头顶稀疏的头发
Markus Stonehold at your service,马库斯·石握柄，为您效劳
Chamberlain to the most glorious office of the Governor of Idra,伊德拉总督最荣光的政务参事
"He makes a sharp little bow, his words dripping sarcasm",他微微鞠躬，话语中充满了讽刺
How may I be of assistance?,有什么可以为您效劳的吗？
I'm trying to get to Horryn,我想前往霍林
I've come to offer my assistance!,我来提供帮助！
We are in need of aid,我们需要援助
Me?,我？
Aid you?,帮助我们？
The man scoffs incredulously,男子难以置信地嗤之以鼻
"At present, we'll be blessed by the Dead if we survive another night or two!",目前，如果我们再熬过一两个晚上，就谢天谢地了！
But I need to get to Horryn!,但我必须前往霍林！
Markus blinks bewildered,马库斯困惑地眨了眨眼睛
He gestures to his papers,他指了指自己的文件
"With the governor missing and the camp overflowing, things are chaotic, to say the least",由于总督失踪，营地人满为患，情况混乱不堪，至少可以说是混乱
Any assistance you can offer will surely help me avoid an early grave,您能提供的任何帮助都将帮助我避免过早的死亡
Driina offers a sympathetic smile,德里娜露出同情的微笑
If I... we can help - we will,如果……我们可以帮助 - 我们会的
"Nonetheless, I do not know you and though your motives may be pure, I’ve learned a long time ago to be wary of sellswords",不过，我不认识你，尽管你的动机可能纯洁无瑕，但多年的经验让我学会了警惕雇佣兵
"Tell me, why are you here in the first place?",告诉我，你们最初为什么来到这里？
The people are starving around us,周围的人都在挨饿
Already the very young and the very old have begun to pass and soon none of us will have the strength to fight should the reavers come for us,已经有非常年幼和非常年老的人开始离开我们，很快我们就没有足够的力量去抵抗掠夺者了
"In other words, we need food and we need it fast",换句话说，我们需要食物，而且要快
Talk to Frantzo,去找弗朗佐
He’s serving as our cook and quartermaster and he might know where to start,他现在担任我们的厨师兼补给官，或许他知道从哪里开始
You’ll find him just outside this barn,你可以在这个谷仓外面找到他
And you mentioned a disease outbreak?,你提到过疾病爆发？
Indeed,的确如此
Disease is spreading in camp,疾病正在营地里蔓延
"Hierophant Drahl has set up a makeshift infirmary in the main house, but so far he’s had little luck in combating the infection",高阶祭司德拉尔在主屋内临时设立了一个医疗站，但到目前为止，他在控制感染方面成效甚微
Help him and you will have helped us all,帮助他，你就帮助了我们所有人
Talk to Frantzo regarding the dwindling food supplies and Drahl regarding the disease outbreak,询问弗朗佐关于食物短缺的问题，询问德拉尔关于疾病爆发的情况
And do hurry,而且要快
People are dying as we speak,人们正在我们说话的时候死去
Markus sits where you left him,马库斯坐在你离开时的位置
"Grimly pouring over lists, manifests and maps",严肃地翻阅着名单、清单和地图
"Pushing his broken spectacles up his nose, he peers up at you",他推了推断掉的鼻托，抬头看着你
You're back,你回来了
I hope for good news!,我希望你带来的是好消息！
Markus sighs deeply,马库斯深深地叹了口气
"If there is nothing else, my migraine needs tending to...amongst other things",如果没有其他事的话，我的偏头痛需要治疗……还有其他的事情需要处理
The Chamberlain gestures to the piles of papers surrounding him,宫相示意他周围堆满的文件
What do you want to know?,想要知道些什么？
Is there no way of getting into Horryn?,没有进入霍里恩的方法了吗？
Any idea who the mad-men who attacked Horryn are?,攻击霍里恩的疯子们是谁，你有什么线索吗？
Regarding work,关于工作
Nothing for now,暂时没有
He lets out a sigh,他叹了口气
"Oh, where to start?",哪里开始说呢？
This camp is a disaster!,这个营地一团糟！
There is no medicine for the sick and wounded while mad-men and beasts bay for our blood at the gates!,而且营地里没有治疗伤病的药物，门外的疯子和野兽却在叫嚣着要我们的血！
The haggard man wipes his brow,瘠瘦的男人擦了擦额头
Anything I can do to help?,有什么我可以帮忙的吗？
What did you need again?,你刚才说需要什么来着？
#Chapter1Cook,#第一章 厨师
Frantzo listens to your description of Embla and strokes his beard,弗朗佐听着你对伊姆bla的描述，摸着下巴
"I might have seen her, but this hunger is making me hazy",我可能见过她，但这饥饿感让我有些迷糊
